URN,LA (code),EstablishmentNumber
101748,306,2053
101749,306,2054
101750,306,2055
101751,306,2056
101752,306,2057
101753,306,2058
101754,306,2059
101755,306,2060
101756,306,2062
101757,306,2063
101758,306,2065
101759,306,2067
101760,306,2068
101761,306,2069
101762,306,2070
101763,306,2071
101764,306,2072
101765,306,2074
101766,306,2075
101767,306,2076
101768,306,2077
101769,306,2078
101770,306,2079
101771,306,2080
101772,306,2083
101773,306,2084
101774,306,2086
101775,306,2089
101776,306,2090
101777,306,2092
101778,306,2093
101779,306,2094
101780,306,2096
101781,306,2098
101782,306,2101
101783,306,2102
101784,306,2103
101785,306,2105
101786,306,2106
101787,306,3000
101788,306,3003
101789,306,3004
101790,306,3006
101791,306,3007
101792,306,3300
101793,306,3301
101794,306,3400
101795,306,3401
101796,306,3403
101797,306,3404
101798,306,3405
101799,306,3406
101800,306,3408
101801,306,3409
101802,306,3411
101803,306,3412
101804,306,4008
101805,306,4024
101806,306,4031
101807,306,4033
101808,306,4034
101809,306,4036
101810,306,4042
101811,306,4600
101812,306,4602
101813,306,4603
101814,306,4702
101815,306,5200
101816,306,5201
101817,306,5202
101818,306,5400
101819,306,5401
101820,306,5402
101821,306,5403
101822,306,5404
101823,306,5405
101824,306,5406
101825,306,5407
101826,306,5408
101827,306,6001
101828,306,6002
101829,306,6003
101830,306,6004
101831,306,6005
101832,306,6006
101833,306,6007
101834,306,6008
101835,306,6009
101836,306,6013
101837,306,6014
101838,306,6063
101839,306,6068
101840,306,6070
101841,306,6075
101842,306,6077
101843,306,6078
101844,306,6079
101845,306,6081
101846,306,6082
101847,306,6086
101848,306,6087
101849,306,6900
101850,306,6901
101851,306,7000
101852,306,7001
101853,306,7004
101854,306,7005
101855,306,7006
101856,306,7008
101857,341,6905
101858,307,1000
101859,307,1001
101860,307,1002
101861,307,1003
101862,307,1007
101863,307,1100
101864,307,1101
101865,307,1102
101866,307,2005
101867,307,2006
101868,307,2022
101869,307,2033
101870,307,2046
101871,307,2047
101872,307,2048
101873,307,2058
101874,307,2059
101875,307,2067
101876,307,2071
101877,307,2076
101878,307,2083
101879,307,2088
101880,307,2092
101881,307,2094
101882,307,2103
101883,307,2104
101884,307,2115
101885,307,2121
101886,307,2125
101887,307,2150
101888,307,2151
101889,307,2153
101890,307,2154
101891,307,2161
101892,307,2162
101893,307,2163
101894,307,2164
101895,307,2165
101896,307,2166
101897,307,2167
101898,307,2168
101899,307,2169
101900,307,2170
101901,307,2171
101902,307,2172
101903,307,2173
101904,307,2174
101905,307,2175
101906,307,2176
101907,307,2177
101908,307,2178
101909,307,2179
101910,307,2180
101911,307,2181
101912,307,2182
101913,307,2183
101914,307,2184
101915,307,2185
101916,307,2186
101917,307,3301
101918,307,3302
101919,307,3500
101920,307,3503
101921,307,3504
101922,307,3505
101923,307,3506
101924,307,3507
101925,307,3508
101926,307,3509
101927,307,3510
101928,307,4020
101929,307,4026
101930,307,4030
101931,307,4031
101932,307,4035
101933,307,4602
101934,307,4603
101935,307,5200
101936,307,5201
101937,307,5202
101938,307,5203
101939,307,5400
101940,307,5401
101941,307,5402
101942,307,5403
101943,307,5404
101944,307,6000
101945,307,6002
101946,307,6005
101947,307,6006
101948,307,6050
101949,307,6051
101950,307,6055
101951,307,6057
101952,307,6059
101953,307,6064
101954,307,6065
101955,307,6066
101956,307,6067
101957,307,6068
101958,307,6070
101959,309,6081
101960,307,6073
101961,307,6074
101962,307,6075
101963,307,6076
101964,307,6084
101965,307,7005
101966,307,7007
101967,307,7009
101968,307,7010
101969,307,7012
101970,307,7013
101971,307,7014
101972,308,1100
101973,308,1101
101974,308,1102
101975,308,1103
101976,308,1104
101977,308,2003
101978,308,2004
101979,308,2005
101980,308,2006
101981,308,2009
101982,308,2010
101983,308,2011
101984,308,2012
101985,308,2014
101986,308,2015
101987,308,2024
101988,308,2025
101989,308,2028
101990,308,2029
101991,308,2030
101992,308,2032
101993,308,2033
101994,308,2036
101995,308,2038
101996,308,2039
101997,308,2040
101998,308,2042
101999,308,2048
102000,308,2049
102001,308,2050
102002,308,2053
102003,308,2055
102004,308,2056
102005,308,2061
102006,308,2062
102007,308,2063
102008,308,2066
102009,308,2067
102010,308,2070
102011,308,2071
102012,308,2072
102013,308,2073
102014,308,2074
102015,308,2075
102016,308,2076
102017,308,2077
102018,308,2078
102019,308,2079
102020,308,2080
102021,308,2081
102022,308,2082
102023,308,2083
102024,308,2084
102025,308,2085
102026,308,3302
102027,308,3303
102028,308,3304
102029,308,3307
102030,308,3308
102031,308,3309
102032,308,3310
102033,308,3311
102034,308,3312
102035,308,3313
102036,308,3500
102037,308,3501
102038,308,3502
102039,308,3503
102040,308,3504
102041,308,3505
102042,308,3506
102043,308,4007
102044,308,4015
102045,308,4026
102046,308,4027
102047,308,4029
102048,308,4030
102049,308,4037
102050,308,4038
102051,308,4041
102052,308,4702
102053,308,4706
102054,308,5200
102055,308,5400
102056,308,5401
102057,308,5402
102058,308,5403
102059,308,5404
102060,308,6000
102061,308,6001
102062,308,6052
102063,308,6055
102064,308,6056
102065,308,6062
102066,308,7000
102067,308,7002
102068,308,7004
102069,308,7005
102070,308,7007
102071,309,1000
102072,309,1001
102073,309,1003
102074,309,1005
102075,309,1100
102076,309,2000
102077,309,2001
102078,309,2002
102079,309,2003
102080,309,2004
102081,309,2005
102082,309,2006
102083,309,2007
102084,309,2008
102085,309,2009
102086,309,2010
102087,309,2015
102088,309,2017
102089,309,2018
102090,309,2019
102091,309,2020
102092,309,2022
102093,309,2024
102094,309,2025
102095,309,2026
102096,309,2027
102097,309,2029
102098,309,2031
102099,309,2032
102100,309,2033
102101,309,2034
102102,309,2035
102103,309,2036
102104,309,2039
102105,309,2040
102106,309,2041
102107,309,2042
102108,309,2043
102109,309,2044
102110,309,2045
102111,309,2046
102112,309,2047
102113,309,2049
102114,309,2050
102115,309,2051
102116,309,2052
102117,309,2053
102118,309,2054
102119,309,2055
102120,309,2057
102121,309,2058
102122,309,2059
102123,309,2061
102124,309,2062
102125,309,2063
102126,309,2064
102127,309,2065
102128,309,2072
102129,309,2075
102130,309,2076
102131,309,2077
102132,309,3000
102133,309,3300
102134,309,3301
102135,309,3302
102136,309,3303
102137,309,3304
102138,309,3305
102139,309,3306
102140,309,3307
102141,309,3308
102142,309,3500
102143,309,3501
102144,309,3502
102145,309,3503
102146,309,3504
102147,309,3505
102148,309,3506
102149,309,3507
102150,309,3508
102151,309,3509
102152,309,3510
102153,309,4029
102154,309,4030
102155,309,4031
102156,309,4032
102157,309,4033
102158,309,4034
102159,309,4035
102160,309,4602
102161,309,4703
102162,309,6000
102163,309,6001
102164,309,6052
102165,309,6053
102166,309,6055
102167,309,5900
102168,309,6066
102169,309,6067
102170,309,6068
102171,204,6399
102172,309,6070
102173,309,6073
102174,309,6076
102175,309,7000
102176,309,7001
102177,309,7005
102178,309,7006
102179,309,7007
102180,310,1101
102181,310,2045
102182,310,2046
102183,310,2047
102184,310,2049
102185,310,2050
102186,310,2051
102187,310,2052
102188,310,2053
102189,310,2055
102190,310,2056
102191,310,2057
102192,310,2058
102193,310,2059
102194,310,2060
102195,310,2061
102196,310,2062
102197,310,2063
102198,310,2064
102199,310,2066
102200,310,2067
102201,310,2068
102202,310,2071
102203,310,2072
102204,310,2073
102205,310,2074
102206,310,2075
102207,310,2076
102208,310,2078
102209,310,2079
102210,310,2081
102211,310,2082
102212,310,2083
102213,310,2084
102214,310,2085
102215,310,2086
102216,310,2087
102217,310,2088
102218,310,2090
102219,310,2092
102220,310,2093
102221,310,2095
102222,310,2096
102223,310,2097
102224,310,2098
102225,310,2099
102226,310,2100
102227,310,3300
102228,310,3301
102229,310,3500
102230,310,3501
102231,310,3504
102232,310,3505
102233,310,3507
102234,310,3508
102235,310,4020
102236,310,4021
102237,310,4022
102238,310,4024
102239,310,4026
102240,310,4027
102241,310,4032
102242,310,4033
102243,310,4700
102244,310,5400
102245,310,6000
102246,310,6001
102247,310,6002
102248,310,6003
102249,310,6004
102250,310,6050
102251,310,6054
102252,310,6062
102253,310,6063
102254,310,6064
102255,310,6066
102256,919,6239
102257,310,6075
102258,310,6077
102259,310,7001
102260,310,7002
102261,310,7003
102262,310,7004
102263,311,1100
102264,311,1101
102265,311,1102
102266,311,2001
102267,311,2002
102268,311,2003
102269,311,2005
102270,311,2006
102271,311,2007
102272,311,2008
102273,311,2009
102274,311,2010
102275,311,2011
102276,311,2014
102277,311,2015
102278,311,2017
102279,311,2018
102280,311,2019
102281,311,2022
102282,311,2023
102283,311,2024
102284,311,2025
102285,311,2026
102286,311,2027
102287,311,2028
102288,311,2035
102289,311,2036
102290,311,2037
102291,311,2038
102292,311,2039
102293,311,2040
102294,311,2041
102295,311,2042
102296,311,2045
102297,311,2051
102298,311,2052
102299,311,2055
102300,311,2056
102301,311,2059
102302,311,2060
102303,311,2061
102304,311,2062
102305,311,2063
102306,311,2066
102307,311,2067
102308,311,2069
102309,311,2070
102310,311,2071
102311,311,2072
102312,311,2073
102313,311,2076
102314,311,2078
102315,311,2079
102316,311,2080
102317,311,2081
102318,311,2082
102319,311,2084
102320,311,2085
102321,311,2086
102322,311,2087
102323,311,2088
102324,311,2089
102325,311,2090
102326,311,2091
102327,311,3000
102328,311,3301
102329,311,3501
102330,311,3502
102331,311,3503
102332,311,3504
102333,311,3505
102334,311,3506
102335,311,3507
102336,311,3508
102337,311,4000
102338,311,4001
102339,311,4003
102340,311,4006
102341,311,4009
102342,311,4011
102343,311,4025
102344,311,4026
102345,311,4037
102346,311,4038
102347,311,4039
102348,311,4042
102349,311,4600
102350,311,4700
102351,311,5400
102352,311,5401
102353,311,5402
102354,311,5403
102355,311,6052
102356,311,6053
102357,311,6054
102358,311,6057
102359,311,6058
102360,311,6060
102361,311,6061
102362,311,7000
102363,311,7002
102364,311,7003
102365,312,1000
102366,312,1100
102367,312,2000
102368,312,2003
102369,312,2004
102370,312,2007
102371,312,2008
102372,312,2009
102373,312,2010
102374,312,2011
102375,312,2012
102376,312,2013
102377,312,2016
102378,312,2018
102379,312,2019
102380,312,2020
102381,312,2023
102382,312,2024
102383,312,2025
102384,312,2026
102385,312,2029
102386,312,2030
102387,312,2031
102388,312,2032
102389,312,2033
102390,312,2034
102391,312,2036
102392,312,2037
102393,312,2038
102394,312,2039
102395,312,2043
102396,312,2044
102397,312,2048
102398,312,2051
102399,312,2052
102400,312,2054
102401,312,2055
102402,312,2056
102403,312,2059
102404,312,2060
102405,312,2061
102406,312,2062
102407,312,2063
102408,312,2064
102409,312,2065
102410,312,2068
102411,312,2069
102412,312,2070
102413,312,2074
102414,312,2076
102415,312,2078
102416,312,2080
102417,312,3300
102418,312,3302
102419,312,3306
102420,312,3307
102421,312,3400
102422,312,3401
102423,312,3402
102424,312,3403
102425,312,3404
102426,312,3405
102427,312,4004
102428,312,4006
102429,312,4600
102430,312,5200
102431,312,5201
102432,312,5202
102433,312,5203
102434,312,5204
102435,312,5205
102436,312,5206
102437,312,5207
102438,312,5208
102439,312,5211
102440,312,5400
102441,312,5401
102442,312,5402
102443,312,5403
102444,312,5404
102445,312,5405
102446,312,5406
102447,312,5407
102448,312,5408
102449,312,5409
102450,312,5410
102451,312,5411
102452,312,6001
102453,312,6004
102454,312,6005
102455,312,6054
102456,312,6058
102457,312,6059
102458,312,6060
102459,312,6061
102460,312,7002
102461,312,5950
102462,312,7004
102463,312,7005
102464,312,7006
102465,312,7009
102466,312,7010
102467,312,7012
102468,313,2000
102469,313,2001
102470,313,2003
102471,313,2006
102472,313,2007
102473,313,2008
102474,313,2009
102475,313,2010
102476,313,2011
102477,313,2012
102478,313,2013
102479,313,2016
102480,313,2017
102481,313,2018
102482,313,2019
102483,313,2020
102484,313,2021
102485,313,2022
102486,313,2024
102487,313,2025
102488,313,2026
102489,313,2031
102490,313,2032
102491,313,2033
102492,313,2034
102493,313,2036
102494,313,2037
102495,313,2038
102496,313,2039
102497,313,2041
102498,313,2042
102499,313,2043
102500,313,2044
102501,313,2045
102502,313,2046
102503,313,2047
102504,313,2048
102505,313,2050
102506,313,2051
102507,313,2054
102508,313,2056
102509,313,2057
102510,313,2058
102511,313,2060
102512,313,2061
102513,313,2062
102514,313,2063
102515,313,2064
102516,313,2067
102517,313,2068
102518,313,2070
102519,313,2071
102520,313,2073
102521,313,2074
102522,313,2075
102523,313,3300
102524,313,3302
102525,313,3500
102526,313,3502
102527,313,3503
102528,313,3504
102529,313,3505
102530,313,3506
102531,313,3507
102532,313,4020
102533,313,4021
102534,313,4022
102535,313,4023
102536,313,4024
102537,313,4026
102538,313,4027
102539,313,4028
102540,313,4029
102541,313,4500
102542,313,4600
102543,313,4800
102544,313,5400
102545,313,5401
102546,313,6000
102547,313,6051
102548,313,6054
102549,313,6055
102550,313,6063
102551,313,6064
102552,313,6065
102553,313,6067
102554,313,7005
102555,313,7006
102556,313,7007
102557,313,7009
102558,313,7010
102559,314,1000
102560,314,1001
102561,314,1100
102562,314,1101
102563,314,2000
102564,314,2001
102565,314,2002
102566,314,2003
102567,314,2004
102568,314,2005
102569,314,2008
102570,314,2012
102571,314,2014
102572,314,2015
102573,314,2020
102574,314,2024
102575,314,2025
102576,314,2028
102577,314,2030
102578,314,2031
102579,314,2032
102580,314,2033
102581,314,2034
102582,314,2035
102583,314,2036
102584,314,3300
102585,314,3301
102586,314,3302
102587,314,3303
102588,314,3304
102589,314,3305
102590,314,3308
102591,314,3309
102592,314,3310
102593,314,3311
102594,314,3500
102595,314,3501
102596,314,3502
102597,314,3503
102598,314,4004
102599,314,4006
102600,314,5404
102601,314,4009
102602,314,4010
102603,314,4011
102604,314,5200
102605,314,5400
102606,314,5401
102607,314,5402
102608,314,5403
102609,314,6001
102610,314,6002
102611,314,6003
102612,314,6005
102613,314,6051
102614,314,6056
102615,314,6058
102616,314,6059
102617,314,6062
102618,314,6066
102619,314,6067
102620,314,6068
102621,314,5950
102622,314,7001
102623,314,7002
102624,315,2050
102625,315,2051
102626,315,2052
102627,315,2053
102628,315,2055
102629,315,2056
102630,315,2057
102631,315,2058
102632,315,2059
102633,315,2061
102634,315,2062
102635,315,2063
102636,315,2064
102637,315,2065
102638,315,2066
102639,315,2067
102640,315,2068
102641,315,2069
102642,315,2070
102643,315,2071
102644,315,2072
102645,315,2073
